순번,단지명,회사명,시군구,소재지,전화번호,종업원수,대표업종번호,업종번호,업종명,생산품
12079,,한일산업,서구,인천광역시 서구 원당대로507번길 6 (왕길동),032-567-4326,5,18119,"18119, 22231",기타 인쇄업 외 1 종,"그라비아인쇄, 비닐봉투"
12080,,광보화학공업사,서구,인천광역시 서구 길무로 220-7 (오류동),032-567-4586,6,22212,"22212, 22213",플라스틱 필름 제조업 외 1 종,포장용비닐
12081,,(주)세재산업기계,서구,인천광역시 서구 길무로165번길 18 (오류동),032-567-4931,8,29162,29162,승강기 제조업,주차설비
12082,,파로스산업(주),서구,인천광역시 서구 검단천로 129-15 (오류동),032-567-5901,2,16231,16231,목재 깔판류 및 기타 적재판 제조업,목재파렛트
12083,,(주)제일가스,서구,"인천광역시 서구 두루물로8번길 46 (오류동, (주)제일가스)",032-567-6050,23,20121,"20121, 20321",산업용 가스 제조업 외 1 종,"산소,질소,아르곤,탄산,혼합가스, 저독성 농약(과일 훈증제)"
12084,,현대종합정비(주),서구,인천광역시 서구 드림로 178 (백석동),032-567-6211,13,29241,29241,건설 및 채광용 기계장비 제조업,토목공사기계
12085,,(주)대현엘리베이터,서구,인천광역시 서구 도곡로 151 (대곡동) 외 1필지,032-567-6722,2,29162,29162,승강기 제조업,엘리베이터부속
12086,,(주)동성하이티,서구,인천광역시 서구 봉수대로 1191-1(백석동),032-567-7031,19,25913,"22229, 25913, 25914",자동차용 금속 압형제품 제조업 외 2 종,"프레타이,면목,지수판"
12087,,(주)한진보일러,서구,인천광역시 서구 원당대로262번길 44 (오류동),032-567-7147,18,25122,"25122, 28512, 28519, 29176",금속탱크 및 저장용기 제조업 외 3 종,"전기보일러, 전기온수기"
12088,,두영기계,서구,인천광역시 서구 봉화로108번길 24-22 (오류동),032-567-7161,1,29222,"29222, 29224",디지털 적층 성형기계 제조업 외 1 종,"기계부품<실린더,가이드>"
12089,,(주)에이스원테크,서구,인천광역시 서구 원당대로608번안길 9-33 (당하동),032-567-7421,9,27212,"27212, 27213, 27215, 29150","전자기 측정, 시험 및 분석기구 제조업 외 3 종",유압시험기기
12090,,(주)스토즈,서구,인천광역시 서구 가현산로23번길 24-1 (마전동),032-567-7500,23,32029,32029,기타 목재가구 제조업,사무용가구
12091,,유니원기연(주),서구,인천광역시 서구 원당대로428번길 50-2 (왕길동),032-567-8074,6,29299,"27216, 29150, 29299",그 외 기타 특수목적용 기계 제조업 외 2 종,"혼합기, 전기로, 전기제어장치"
12092,,성진철강산업(주),서구,인천광역시 서구 사월로 31-1 (왕길동),032-567-8183,3,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,기둥지지대판
12093,,(주)현대의료기 인천지점,서구,인천광역시 서구 서곶로 328 (심곡동),032-567-8270,1,28512,28512,가정용 전기 난방기기 제조업,전기 난방기기
12094,,주식회사 인천특장차,서구,인천광역시 서구 사월로 31-14 (왕길동),032-567-8301,3,30201,"30201, 30202",차체 및 특장차 제조업 외 1 종,차량탑
12095,,(주)창화,서구,인천광역시 서구 설원로138번길 64 (대곡동),032-567-8305,9,25931,25931,날붙이 제조업,진열대 외
12096,,(주)뷰하우스,서구,인천광역시 서구 길무로177번길 17(오류동),032-567-8745,6,13223,13223,커튼 및 유사제품 제조업,"커튼,수예품"
12097,,(주)황주,서구,"인천광역시 서구 원당대로265번길 20-39, 나동 (오류동, KOFA)",032-567-8761,10,29162,29162,승강기 제조업,"승강기부품, 물품취급장비"
12098,,장안가설,서구,인천광역시 서구 봉수대로 1336-14 (왕길동),032-567-8903,16,25113,"25113, 25114",육상 금속 골조 구조재 제조업 외 1 종,강관파이프 서포트
12099,,(주)킹메이커,서구,"인천광역시 서구 정서진로 410, 환경산업연구단지, D211호 (오류동)",032-567-8950,3,29176,29176,"증류기, 열교환기 및 가스발생기 제조업",백연저감 폐열회수 장치
12100,,세일열기,서구,"인천광역시 서구 원당대로428번길 23 (왕길동, 세일열기)",032-567-9025,4,29150,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종","산업용 오븐, 로 및 가마"
12101,,대하산업기계(주),서구,인천광역시 서구 봉수대로1568번길 63-20(금곡동),032-567-9087,10,29173,"29131, 29173, 29194",산업용 송풍기 및 배기장치 제조업 외 2 종,"펌프,블로워,고압세척기(세척시스템) 부품"
12102,,인프라인,서구,인천광역시 서구 두밀로 132 (대곡동),032-567-9740,7,32019,"32019, 32029",소파 및 기타 내장가구 제조업 외 1 종,"쇼파, 책상, 의자"
12103,,새론산업,서구,인천광역시 서구 봉화로223번안길 19-30 (금곡동),032-568-0079,4,25999,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,붙박이장용 롤러
12104,,금성기전,서구,인천광역시 서구 두루물로8번길 42 (오류동),032-568-0270,5,25991,25991,금속 캔 및 기타 포장용기 제조업,각종철판케이스
12105,,에리자테프(주),서구,"인천광역시 서구 봉수대로1568번길 7-6(금곡동, 에리자테프(주))",032-568-0305,33,17909,17909,그 외 기타 종이 및 판지 제품 제조업,인쇄용 라벨지
12106,,에스앤에이치에리자(주),서구,인천광역시 서구 봉수대로1568번길 7-6 (금곡동) 외 1필지,032-568-0305,36,17909,17909,그 외 기타 종이 및 판지 제품 제조업,인쇄용 접착테이프
12107,,(주)뷸라,서구,인천광역시 서구 중봉대로240번길 22-4 (석남동),032-568-0420,10,22241,"20423, 22241, 22249",운송장비 조립용 플라스틱제품 제조업 외 2 종,"아이펜슬샤프너,네일제품"
12108,,한덕철강(주),서구,인천광역시 서구 원당대로117번길 65 (오류동),032-568-0592,4,25113,"25112, 25113, 25114",육상 금속 골조 구조재 제조업 외 2 종,그레이팅(배수로구조물)
12109,,(주)동우프론테크,서구,인천광역시 서구 원당대로 514-8 (왕길동),032-568-0692,21,22249,22249,기타 기계.장비 조립용 플라스틱 제품 제조업,플라스틱성형제품
12110,,동우산업,서구,인천광역시 서구 원당대로 514-8 (왕길동),032-568-0692,2,22249,22249,기타 기계.장비 조립용 플라스틱 제품 제조업,플라스틱제품
12111,,가연글로벌,서구,인천광역시 서구 봉수대로 1525-1 (금곡동),032-568-0772,1,20313,20313,유기질 비료 및 상토 제조업,토양개량제
12112,,㈜태광후레임,서구,"인천광역시 서구 봉수대로 1212-16, 2동 (왕길동)",032-568-1120,4,25112,"25112, 32091",구조용 금속 판제품 및 공작물 제조업 외 1 종,"철구조물, 철재가구"
12113,,창익,서구,"인천광역시 서구 북항로120번길 13-6, c동(원창동)",032-568-1254,21,32029,"32011, 32019, 32021, 32029, 32091, 32099",기타 목재가구 제조업 외 5 종,가구
12114,,퍼스픽정밀,서구,인천광역시 서구 가현산로46번길 31-6 (대곡동),032-568-1355,1,25913,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,가구부품
12115,,명보㈜,서구,인천광역시 서구 사월로 89-9 (왕길동),032-568-1581,11,25111,"22199, 25111, 29173","금속 문, 창, 셔터 및 관련제품 제조업 외 2 종","기계제작,고무관련제품,철판"
12116,,주식회사 코리스에어,서구,인천광역시 서구 사월로 18-13 (왕길동),032-568-1774,12,29172,29172,공기 조화장치 제조업,공기조화기
12117,,성지테크,서구,"인천광역시 서구 보도진로30번길 12 (가좌동, 성진테크)",032-568-2186,1,25924,25924,절삭가공 및 유사처리업,베어링캡
12118,,태성기공,서구,인천광역시 서구 봉화로223번안길 19-1 (금곡동),032-568-2242,4,29120,29120,유압기기 제조업,공압실린더 부품
12119,,티디에프(주),서구,인천광역시 서구 대곡로89번안길 29 (대곡동),032-568-2342,11,28123,"25113, 25122, 25999, 26429, 27215, 28123, 29131, 29169, 29172, 29175",배전반 및 전기 자동제어반 제조업 외 9 종,"자동제어, 배전반, 폐수처리장치"
12120,,(주)대우알앤디,서구,인천광역시 서구 완정로65번안길 45 (왕길동) 1층,032-568-2716,9,29172,"27212, 27213, 29172",공기 조화장치 제조업 외 2 종,"항온항습조, 노화 환경조서실, 대형 온습도 환경조성실, 전자기 측정 및 분석기구, 시험기 제조"
12121,,신진계전(주),서구,"인천광역시 서구 원창로64번길 43 (원창동, ㈜세신)",032-568-2772,10,27214,27214,속도계 및 적산계기 제조업,"수도미터,열량계"
12122,,일진기획,서구,인천광역시 서구 사월로37번길 16 (왕길동),032-568-2848,3,25112,"16229, 25112, 25113, 25119, 33302, 33910",구조용 금속 판제품 및 공작물 제조업 외 5 종,"디자인형울타리, 금속기둥, 투명형방음판, 목재형방음판, 조경시설물, 조립식구조물, 가로등주"
12123,,주식회사 창신,서구,인천광역시 서구 원당대로 526 (왕길동),032-568-3015,16,29241,29241,건설 및 채광용 기계장비 제조업,건설기계부품
12124,,유진기업(주) 서인천,서구,인천광역시 서구 약암로 1 (오류동),032-568-3211,22,23322,23322,레미콘 제조업,레미콘
12125,,어드벤스 드레곤(주),서구,"인천광역시 서구 세자봉로100번길 8 (금곡동, 어드벤스드래곤(주))",032-568-3335,5,28901,28901,전기경보 및 신호장치 제조업,"수신기, 감지기 및 부품"
12126,,(주)대명목재상사,서구,인천광역시 서구 원당대로 395-139 (오류동),032-568-3381,6,16101,"16101, 16102",일반 제재업 외 1 종,가공목재
12127,,농업회사법인 (주)제직증명 인천공장,서구,"인천광역시 서구 정서진8로 5, 4동 401호 (오류동)",032-568-4440,8,10122,10122,육류 포장육 및 냉동육 가공업 (가금류 제외),포장육
12128,,창조정공,서구,인천광역시 서구 원당대로480번길 47 (왕길동),032-568-4460,2,25941,"25941, 25942, 25999",볼트 및 너트류 제조업 외 2 종,"볼트, 너트, 앙카볼트 등"
12129,,농업회사법인 새싹 주식회사,서구,인천광역시 서구 세자봉로 146-1 (마전동),032-568-4584,12,10402,10402,식물성 유지 제조업,"참깨,참기름"
12130,,(주)케이아트(K-ART),서구,인천광역시 서구 봉화로223번길 11(금곡동),032-568-5031,3,33932,33932,전시용 모형 제조업,"학습교구, 실물 모형 제작"
12131,,(주)덕성그린텍,서구,인천광역시 서구 원당대로480번길 64-4 (왕길동),032-568-5077,17,29174,"29163, 29169, 29172, 29173, 29174, 29175, 29176, 29199",기체 여과기 제조업 외 7 종,"집진기, 악취방지시설, 폐수처리시설 외"
12132,,(주)휠링컴,서구,인천광역시 서구 중봉대로393번길 138 (원창동),032-568-5507,37,28121,"28121, 28122","전기회로 개폐, 보호장치 제조업 외 1 종",전기커넥터
12133,,(주)휠링,서구,"인천광역시 서구 중봉대로393번길 138, A동 1층(원창동)",032-568-5509,42,28122,28122,전기회로 접속장치 제조업,와이어 하네스
12134,,국제산업냉동기,서구,인천광역시 서구 설원로138번길 71-1 (대곡동),032-568-6054,2,29171,29171,산업용 냉장 및 냉동 장비 제조업,차량용냉동기
12135,,세근실업,서구,인천광역시 서구 길무로177번길 33 (오류동),032-568-6414,3,31202,"25111, 25112, 25113, 25114, 28111, 28121, 28122, 28123, 29172, 29173, 29223, 31202, 32091",철도차량 부품 및 관련 장치물 제조업 외 12 종,철도차량용품 및 관련장치물
12136,,(주)광덕종합목재,서구,인천광역시 서구 원당대로265번길 46 (오류동),032-568-6886,17,16231,"16101, 16231",목재 깔판류 및 기타 적재판 제조업 외 1 종,운반용 목재 파렌트
12137,,성재산업,서구,인천광역시 서구 검단로379번길 21 (왕길동),032-568-7031,7,22229,22229,기타 건축용 플라스틱 조립제품 제조업,건축용플라스틱제품
12138,,태일전기 주식회사,서구,인천광역시 서구 원당대로480번길 6-11 (왕길동),032-568-7053,25,28123,"27214, 27216, 28111, 28119, 28123, 28422",배전반 및 전기 자동제어반 제조업 외 5 종,"배전반, 자동점멸기, 전기조명장치, 프로세스제어반, 유량계"
12139,,이레엔지니어링,서구,인천광역시 서구 신동안길 6 (금곡동) 외 1필지,032-568-7181,1,29171,29171,산업용 냉장 및 냉동 장비 제조업,"냉장기, 냉동기"
12140,,(주)감휴먼테크,서구,인천광역시 서구 도곡로 121-4 (대곡동),032-568-7300,4,32099,32099,그 외 기타 가구 제조업,"욕실수납장, 기타 가구제조"
12141,,계명전기공업(주),서구,인천광역시 서구 원당대로 519 (왕길동) 외 1필지,032-568-7818,4,28112,"25999, 28112",변압기 제조업 외 1 종,변압기용 부싱
12142,,(주)정목,서구,인천광역시 서구 북항로 96 (원창동),032-568-7982,11,16101,16101,일반 제재업,제재목
12143,,(주)지에스이엘리베이터,서구,인천광역시 서구 가현산로46번길 69 (대곡동),032-568-8024,21,29162,29162,승강기 제조업,승강기
12144,,비앤아이우드,서구,인천광역시 서구 대곡동 621-6번지,032-568-8389,1,32029,32029,기타 목재가구 제조업,원목가구
12145,,경원금속,서구,인천광역시 서구 설원로138번길 63 (대곡동),032-568-8968,20,25999,25999,그 외 기타 분류 안된 금속 가공 제품 제조업,각종진열대소품
12146,,(주)아산엔지니어링,서구,인천광역시 서구 두루물로78번길 27 (오류동),032-568-9577,16,25122,25122,금속탱크 및 저장용기 제조업,산업용 탱크
12147,,(주)이노테크파워,서구,"인천광역시 서구 원당대로 848, 603-1(당하동, 유일프라자)",032-569-0015,3,28123,28123,배전반 및 전기 자동제어반 제조업,"판넬자동제어반,제어판넬,컨트롤 MCC 판넬"
12148,,(주)삼화이엠씨,서구,"인천광역시 서구 원당대로205번길 2-28 (오류동, 삼화EMC)",032-569-0270,7,29174,"29174, 29261, 29299",기체 여과기 제조업 외 2 종,"집진기,기타산업기계"
12149,,전진테크,서구,인천광역시 서구 호두산로58번길 54 (경서동),032-569-1711,7,29150,"29150, 29171","산업용 오븐, 노 및 노용 버너 제조업 외 1 종",열처리로(무산화 침탄로)
12150,,현대안전유리공업(주),서구,인천광역시 서구 봉수대로1531번길 22 (금곡동) 2동,032-569-1803,12,23112,23112,안전유리 제조업,"안전유리, 접합유리"
12151,,(주)와이엘산업,서구,인천광역시 서구 백석산로54번길 32(오류동),032-569-2231,2,23999,23999,그 외 기타 분류 안된 비금속 광물제품 제조업,미끄럼방지 포장재
12152,,쏠테크,서구,인천광역시 서구 봉수대로1394번길 39-7 (왕길동),032-569-2420,1,29142,29142,기어 및 동력전달장치 제조업,"감속기, 변속기"
12153,,풍성환경개발,서구,"인천광역시 서구 설원로 40-1, 2동 (대곡동)",032-569-2988,3,29120,"29120, 29175",유압기기 제조업 외 1 종,"유압기계, 유수분리기, 파쇄기 "
12154,,(사)한국장애인기업협회 가구사업소,서구,인천광역시 서구 가현산로23번길 36 (마전동),032-569-3917,12,32029,"32021, 32029",기타 목재가구 제조업 외 1 종,사무용가구
12155,,(주)진훈,서구,인천광역시 서구 두루물로8번길 7 (오류동),032-569-5033,14,29173,"28111, 29173",산업용 송풍기 및 배기장치 제조업 외 1 종,"송풍기,전동기"
12156,,(주)대성씨푸드,서구,인천광역시 서구 검암로20번길 13 (검암동),032-569-5205,3,10219,10219,기타 수산동물 가공 및 저장 처리업,"수산물,건어물"
12157,,(주)에코피트,서구,인천광역시 서구 신동안길 6-21 (금곡동) 2동 외 2필지,032-569-5248,4,29210,"29210, 29299",농업 및 임업용 기계 제조업 외 1 종,농업용(산업용)건조장치
12158,,(주)덕성산업기계,서구,인천광역시 서구 봉수대로1568번길 27 (금곡동) 외 1필지,032-569-5700,13,29223,"25111, 29133, 29142, 29163, 29169, 29172, 29173, 29174, 29175, 29210, 29223",금속 절삭기계 제조업 외 10 종,기어 등 산업기계
12159,,유성에프아이,서구,인천광역시 서구 원당대로205번길 2-65 (오류동),032-569-5951,4,29174,29174,기체 여과기 제조업,자동차용 필터
12160,,주식회사 뉴플로우,서구,인천광역시 서구 검단로326번길 35-40 (왕길동),032-569-6022,5,33999,33999,그 외 기타 달리 분류되지 않은 제품 제조업,아이스팩
12161,,하이테크랙,서구,인천광역시 서구 원당대로428번길 7-1 (왕길동),032-569-6173,2,26410,"26410, 26421, 26429",유선 통신장비 제조업 외 2 종,"방송, 통신 장비 및 부품"
12162,,(주)건풍,서구,인천광역시 서구 중봉대로 807 (경서동),032-569-6221,3,28123,28123,배전반 및 전기 자동제어반 제조업,소방단자함
12163,,(주)석정팀버랜드,서구,인천광역시 서구 건지로109번길 40(석남동),032-569-6627,9,16101,16101,일반 제재업,제재목
12164,,이솔전기(주),서구,"인천광역시 서구 중봉대로 160, B동 2,3층 (가좌동)",032-569-7531,9,28422,28422,일반용 전기 조명장치 제조업,LED 조명기구
12165,,테라,서구,"인천광역시 서구 가현산로23번길 59, 가동, 나동 (마전동)",032-569-8765,2,32091,32091,금속 가구 제조업,철재 침대
12166,,(주)사조대림 인천공장,서구,인천광역시 서구 봉수대로 126 (가좌동),032-570-0300,79,10402,"10402, 10742",식물성 유지 제조업 외 1 종,"대두박,식용유외"
12167,,에이치디씨영창 주식회사,서구,인천광역시 서구 봉수대로 196 (가좌동),032-570-1000,48,33201,"33201, 33202",건반 악기 제조업 외 1 종,"피아노,전자악기"
12168,,SK인천석유화학(주),서구,"인천광역시 서구 봉수대로 415 (원창동, SK인천정유) 외 141필지",032-570-5151,585,19210,"19210, 19221, 19229, 20111, 20119",원유 정제처리업 외 4 종,정제유
12169,,(주)삼양사 인천1공장,서구,"인천광역시 서구 백범로 726(가좌동, 삼양제넥스) 외 4필지",032-570-8033,100,10620,10620,전분제품 및 당류 제조업,"전분, 전분당"
12170,,농업회사법인 주식회사 해오름식품,서구,인천광역시 서구 보도진로54번길 11-17 (가좌동),032-571-0073,20,10301,"10301, 10302",김치류 제조업 외 1 종,김치
12171,,해오름농수산물,서구,인천광역시 서구 보도진로54번길 11-17 (가좌동),032-571-0073,1,10742,10742,천연 및 혼합조제 조미료 제조업,고추가루
12172,,(주)첨단써키트,서구,"인천광역시 서구 건지로250번길 50,202호 (가좌동)",032-571-0222,8,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12173,,현대고주파,서구,"인천광역시 서구 건지로95번길 57 (석남동, A동)",032-571-0250,13,30310,"30310, 30320, 30391, 30392, 30399, 30400",자동차 엔진용 신품 부품 제조업 외 5 종,중장비부품열처리
12174,,(주)씨아이텍,서구,인천광역시 서구 가정로77번길 50-11 (가좌동),032-571-0766,14,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12175,,(주)인바이어플랜텍,서구,"인천광역시 서구 중봉대로240번길 10, 다동 (석남동)",032-571-0957,6,29299,"29261, 29299",그 외 기타 특수목적용 기계 제조업 외 1 종,토양오염복원기계 등 산업기계
12176,,명성컴퍼니,서구,"인천광역시 서구 염곡로 361, 2층 (신현동)",032-571-1100,10,14192,14192,"근무복, 작업복 및 유사의복 제조업",바지(아웃도어)
12177,,(주)아테스,서구,인천광역시 서구 건지로95번길 21(석남동),032-571-1231,4,29280,"29199, 29280",산업용 로봇 제조업 외 1 종,"로봇, 자동화설비"
12178,,삼호강재(주),서구,"인천광역시 서구 백범로910번길 6 (가좌동, D동)",032-571-1235,23,25111,25111,"금속 문, 창, 셔터 및 관련제품 제조업",철구조물
12179,,(주)태건,서구,인천광역시 서구 보도진로 108 (가좌동),032-571-1248,15,25924,25924,절삭가공 및 유사처리업,반도체장비 부품 외
12180,,(주)아이엠씨시스템,서구,"인천광역시 서구 원창로 73, 2, 3층(원창동)",032-571-1381,9,26295,"26295, 27213, 27216",전자감지장치 제조업 외 2 종,압력계 등
12181,,해동금속,서구,인천광역시 서구 가남로 85 (가좌동),032-571-1603,13,25921,"25921, 30391, 30392, 30399, 30400",금속 열처리업 외 4 종,자동차부품
12182,,(주)다인누리,서구,인천광역시 서구 북항로 76-45 (원창동),032-571-1728,31,17223,17223,식품 위생용 종이 상자 및 용기 제조업,종이컵
12183,,(주)다인누리,서구,인천광역시 서구 백범로910번길 49-6(가좌동),032-571-1728,3,13229,13229,기타 직물제품 제조업,마스크
12184,,(주)유진파우리,서구,인천광역시 서구 가정로47번길 23 (가좌동),032-571-1767,7,29142,29142,기어 및 동력전달장치 제조업,산업용리프트 감속기
12185,,프린테크,서구,"인천광역시 서구 석남로 35, B동 302호(석남동)",032-571-1772,1,18111,18111,경 인쇄업,인쇄물
12186,,(주)세안,서구,인천광역시 서구 길주로44번길 24 (석남동) 외 3필지,032-571-1955,36,20499,20499,그 외 기타 분류 안된 화학제품 제조업,휴대용부탄가스
12187,,(주)금호글로벌,서구,인천광역시 서구 중봉대로376번길 25-1 (원창동),032-571-2370,13,25999,"13222, 13409, 25912, 25994, 25995, 25999, 33110, 33910, 33991",그 외 기타 분류 안된 금속 가공 제품 제조업 외 8 종,"금메달, 견장, 훈장, 기념패, 뱃지, 금속표지판"
12188,,선일전자산업(주),서구,"인천광역시 서구 원적로17번길 8 (가좌동, 선일전자산업(주)) (총 4 필지)",032-571-2761,16,26291,26291,전자축전기 제조업,FILM CAPACITOR
12189,,화성기전,서구,"인천광역시 서구 거북로 17, 가동 2층 208 (석남동, 인천테크피아)",032-571-2845,4,28123,28123,배전반 및 전기 자동제어반 제조업,전기제어반
12190,,(주)인트로산업,서구,인천광역시 서구 건지로 194 (가좌동),032-571-2999,7,16229,"16103, 16229",기타 건축용 나무제품 제조업 외 1 종,"일반도료코팅보드,방염코팅보드"
12191,,(주)에프엔티,서구,"인천광역시 서구 건지로97번길 27, (일부) (석남동)",032-571-3205,5,25924,25924,절삭가공 및 유사처리업,기계부품가공
12192,,(주)파이텍,서구,"인천광역시 서구 가좌로96번길 44 (가좌동, 태안기계)",032-571-3383,12,22211,"22211, 29171","플라스틱 선, 봉, 관 및 호스 제조업 외 1 종","플라스틱 배관자재,냉동기부품"
12193,,(주)스타우드,서구,인천광역시 서구 북항로177번길 124 (원창동) 씨동 1호,032-571-3412,11,16211,16211,"박판, 합판 및 유사 적층판 제조업",피복처리 목재보드
12194,,해성,서구,인천광역시 서구 건지로97번길 27 (석남동),032-571-3569,2,25112,25112,구조용 금속 판제품 및 공작물 제조업,"하수악취차단장치,볼라드"
12195,,성신기업,서구,인천광역시 서구 건지로 112 (가좌동),032-571-3583,6,25922,25922,도금업,문구류
12196,,케이티피(주),서구,"인천광역시 서구 건지로95번길 60 (석남동, B동)",032-571-3683,20,25922,25922,도금업,"시계외장품,자동차,반도체,수도부품"
12197,,세원물산,서구,인천광역시 서구 원창동 133-5,032-571-3816,13,13999,13999,그 외 기타 분류 안된 섬유제품 제조업,"수세미, 행주"
12198,,(주)세화엔스텍,서구,인천광역시 서구 중봉대로386번길 16 (원창동) (총 2 필지) 외 1필지,032-571-4220,17,25121,"25121, 25122, 29174, 29175, 29176, 29199, 29261, 29299",산업용 난방보일러 및 방열기 제조업 외 7 종,"공해방지시설업,농축기및유사용기"
12199,,(주)세화엔스텍,서구,인천광역시 서구 건지로153번길 46-17 (석남동) 외 1필지,032-571-4221,47,29175,"24219, 25113, 25114, 25121, 25122, 25123, 29150, 29171, 29173, 29174, 29175, 29176, 29250, 29261, 29299",액체 여과기 제조업 외 14 종,액체여과기 등
12200,,태원하이테크(주),서구,"인천광역시 서구 원창로64번길 18, 지하1층, 3층(원창동)",032-571-4245,5,26299,"22191, 26299",그 외 기타 전자부품 제조업 외 1 종,"Nylon Washer, Oil Felt, 전선조립"
12201,,첨단정보통신,서구,"인천광역시 서구 가석로 30, 광양프런티어밸리 3차 703호 (가좌동)",032-571-4311,4,26421,26421,방송장비 제조업,컴퓨터장비 및 보안기기
12202,,(주)신유,서구,인천광역시 서구 건지로 45-41 (석남동),032-571-4572,3,16102,16102,표면 가공 목재 및 특정 목적용 제재목 제조업,목재칩
12203,,동방목재공업(주),서구,인천광역시 서구 건지로121번길 35 (석남동),032-571-4588,13,16101,"16101, 16102",일반 제재업 외 1 종,각재
12204,,진성기업,서구,"인천광역시 서구 건지로218번길 7-2, 나-102 (석남동)",032-571-4683,4,25922,"25922, 25924, 25929",도금업 외 2 종,로-라산업기계부품도금
12205,,대성계전,서구,"인천광역시 서구 백범로934번길 15, 1층 102 (가좌동, 대덕테크노타운)",032-571-5135,1,29210,29210,농업 및 임업용 기계 제조업,농업용 분무기 제조
12206,,이화산업(주),서구,"인천광역시 서구 길주로44번길 13,(일부) (석남동)",032-571-5221,12,20132,20132,"염료, 조제 무기안료, 유연제 및 기타 착색제 제조업",염료
12207,,(주)나경엔터프라이즈,서구,"인천광역시 서구 석남로 25 (석남동, E동)",032-571-5241,2,26222,26222,경성 인쇄회로기판 제조업,인쇄회로기판
12208,,JM Tech,서구,인천광역시 서구 보도진로73번길 15 (가좌동),032-571-5437,2,29271,29271,반도체 제조용 기계 제조업,반도체금형 또는 부품
12209,,세웅플랜트(주)인천지점,서구,인천광역시 서구 보도진로18번길 14 (가좌동),032-571-5512,14,25913,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,유압시스템 및 기기
12210,,(주)천일화학,서구,인천광역시 서구 건지로95번길 66 (석남동),032-571-5522,24,20499,"20495, 20499, 24219",그 외 기타 분류 안된 화학제품 제조업 외 2 종,지은
12211,,(주)케이벤션,서구,인천광역시 서구 건지로 88 (가좌동) (주)케이벤션 1층,032-571-5588,9,13229,13229,기타 직물제품 제조업,마스크
12212,,원투원케미칼(주),서구,"인천광역시 서구 중봉대로386번길 10 (원창동, C동)",032-571-5670,12,20421,"20321, 20322, 20421, 20422",계면활성제 제조업 외 3 종,"철강탈지제, 청관제"
12213,,(주)이엔코리아,서구,"인천광역시 서구 원창로 34, 3층 (원창동)",032-571-5694,9,27213,27213,"물질 검사, 측정 및 분석기구 제조업",환경계측기
12214,,예지산업(주),서구,"인천광역시 서구 건지로86번길 36 (가좌동, 예지산업)",032-571-5758,26,30320,"25913, 29131, 29169, 30320, 30400",자동차 차체용 신품 부품 제조업 외 4 종,자동차차체용부품
12215,,화운기업,서구,"인천광역시 서구 보도진로73번길 5, 1동2층 (가좌동)",032-571-5822,4,25923,25923,도장 및 기타 피막처리업,플라스틱 도장품
12216,,대영푸드,서구,"인천광역시 서구 염곡로15번길 19, 1층(가좌동)",032-571-5888,8,10121,10121,가금류 가공 및 저장 처리업,계육가공품
12217,,(주)에스엠코퍼레이션,서구,인천광역시 서구 봉수대로501번길 58-9(원창동),032-571-5938,32,26221,26221,인쇄회로기판용 적층판 제조업,회로기판
12218,,동서화학(주),서구,인천광역시 서구 길주로45번길 17-2 (석남동) 외 2필지,032-571-6010,22,20411,20411,일반용 도료 및 관련제품 제조업,락카스프레이
12219,,선두정밀(주),서구,인천광역시 서구 가정로37번길 37-18 (가좌동),032-571-6102,14,28520,28520,가정용 비전기식 조리 및 난방 기구 제조업,난방기구부품
12220,,(주)제이아이코리아,서구,"인천광역시 서구 건지로153번길 46-20 (석남동, A동)",032-571-6383,17,30399,30399,그 외 자동차용 신품 부품 제조업,우레탄제품
12221,,제이씨테크,서구,인천광역시 서구 가정로77번길 53 (가좌동),032-571-6441,2,25924,25924,절삭가공 및 유사처리업,"반도체장비부품, 2차전지제조장비부품"
12222,,삼신기업,서구,인천광역시 서구 건지로153번길 25-16 (석남동),032-571-6500,1,23993,23993,비금속광물 분쇄물 생산업,석분
12223,,에이플러스테크,서구,"인천광역시 서구 봉수대로182번길 14(가좌동, 에이플러스테크)",032-571-6811,4,29199,29199,그 외 기타 일반목적용 기계 제조업,PCB장비
12224,,(주)새암에스에스,서구,인천광역시 서구 건지로121번길 33 (석남동),032-571-7005,6,25111,25111,"금속 문, 창, 셔터 및 관련제품 제조업","알루미늄창호, 스텐창호"
12225,,(주)동화조명,서구,인천광역시 서구 거북로 25-37 (석남동),032-571-7067,7,28422,28422,일반용 전기 조명장치 제조업,LED조명기구
12226,,(주)제이에스특장,서구,인천광역시 서구 한서로 14 (백석동),032-571-7080,1,30201,30201,차체 및 특장차 제조업,"내장탑,윙바디,냉동탑,전기냉동탑"
12227,,(주)그린엔텍,서구,인천광역시 서구 건지로109번길 54 (석남동),032-571-7111,29,24219,24219,"기타 비철금속 제련, 정련 및 합금 제조업",은
12228,,고려산업,서구,인천광역시 서구 보도진로 100-24 (가좌동),032-571-7491,9,30399,30399,그 외 자동차용 신품 부품 제조업,자동차안전벨트부품
