연번,분야,유형,필드코드,타입코드,분류코드,시도,시군구,시설명,분류,우편번호,주소,전화번호,경도,위도,정보
2655,복지·건강,약국,6,8,6008,인천광역시,남동구,논현스타약국,999,21679,"인천광역시 남동구 논고개로 93, 보미리즌텔 110호 (논현동)",032-277-1711,126.7248192,37.39951162,
2656,복지·건강,약국,6,8,6008,인천광역시,남동구,논현이화약국,999,21679,"인천광역시 남동구 논고개로 101, 505-1호 (논현동, 아름다운타워)",032-437-3308,126.7243954,37.39999441,
2657,복지·건강,약국,6,8,6008,인천광역시,남동구,논현조은약국,999,21667,"인천광역시 남동구 논고개로 80, 나로프라자 1층 104호 (논현동)",032-422-7743,126.7265349,37.39917917,
2658,복지·건강,약국,6,8,6008,인천광역시,남동구,논현종로약국,999,21653,"인천광역시 남동구 청능대로 583, 107호 (논현동, 중앙프라자)",032-437-0680,126.7239314,37.4013772,
2659,복지·건강,약국,6,8,6008,인천광역시,남동구,논현참사랑약국,999,21653,"인천광역시 남동구 논현역로 8, 105호 (논현동, 아이엠프라자)",032-427-1010,126.7209915,37.40146153,
2660,복지·건강,약국,6,8,6008,인천광역시,남동구,논현큰사랑약국,999,21679,"인천광역시 남동구 앵고개로847번길 50, 107,108호 (논현동, 토브타워)",032-421-8257,126.7255268,37.39833548,
2661,복지·건강,약국,6,8,6008,인천광역시,남동구,논현프라자약국,999,21653,"인천광역시 남동구 논고개로 117, 메트로타워 (논현동)",032-441-3170,126.7238604,37.40168771,
2662,복지·건강,약국,6,8,6008,인천광역시,남동구,늘사랑약국,999,21568,인천광역시 남동구 문화서로4번길 38 (구월동),032-434-5556,126.6969274,37.44477631,
2663,복지·건강,약국,6,8,6008,인천광역시,남동구,늘온누리약국,999,21614,인천광역시 남동구 서창남순환로215번길 17 (서창동),032-471-9329,126.7475897,37.42472661,
2664,복지·건강,약국,6,8,6008,인천광역시,남동구,늘좋은온누리약국,999,21564,인천광역시 남동구 독점로30번길 1 (구월동),032-463-2228,126.7111104,37.45242065,
2665,복지·건강,약국,6,8,6008,인천광역시,남동구,늘편안약국,999,21534,"인천광역시 남동구 호구포로 818, 퍼스트하임프라자 4층 404-1호 (구월동)",032-468-0777,126.7196674,37.45536395,
2666,복지·건강,약국,6,8,6008,인천광역시,남동구,늘푸른약국,999,21503,"인천광역시 남동구 석정로 571, 102호 (간석동, 정은아파트)",032-425-8687,126.6986826,37.46702219,
2667,복지·건강,약국,6,8,6008,인천광역시,남동구,다나약국,999,21607,"인천광역시 남동구 장아산로 186, 104호 (서창동)",032-205-0500,126.7514885,37.43490515,
2668,복지·건강,약국,6,8,6008,인천광역시,남동구,다복약국,999,21582,"인천광역시 남동구 선수촌공원로23번길 6-29, 1층 104호 (구월동)",032-466-6018,126.7094032,37.44255179,
2669,복지·건강,약국,6,8,6008,인천광역시,남동구,다인약국,999,21536,"인천광역시 남동구 호구포로 770, 1층 102호 (구월동)",032-466-7775,126.7191255,37.45101027,
2670,복지·건강,약국,6,8,6008,인천광역시,남동구,다정약국,999,21542,인천광역시 남동구 구월로 263 (구월동),032-461-4590,126.7198229,37.4560455,
2671,복지·건강,약국,6,8,6008,인천광역시,남동구,대웅약국,999,21596,"인천광역시 남동구 장승남로 36, 1층 (만수동, 만수프라자)",032-461-1165,126.7361888,37.4431594,
2672,복지·건강,약국,6,8,6008,인천광역시,남동구,대학약국,999,21535,인천광역시 남동구 구월로 332 (만수동),032-469-3883,126.7274199,37.45511528,
2673,복지·건강,약국,6,8,6008,인천광역시,남동구,대한약국,999,21669,"인천광역시 남동구 앵고개로 963, 1층 (논현동)",032-446-1800,126.7370547,37.40364949,
2674,복지·건강,약국,6,8,6008,인천광역시,남동구,더블유스토어실로암약국,999,21545,"인천광역시 남동구 남동대로 890, 101호 (간석동, 탑메디칼빌딩)",032-421-9850,126.708656,37.46183688,
2675,복지·건강,약국,6,8,6008,인천광역시,남동구,동서약국,999,21653,"인천광역시 남동구 논고개로 121, 108호 (논현동, 에스닷몰)",032-424-8596,126.7237703,37.4019294,
2676,복지·건강,약국,6,8,6008,인천광역시,남동구,동양약국,999,21524,"인천광역시 남동구 만수로 39, 2층 111호 (만수동, 만수상사아파트)",032-462-8546,126.7326218,37.46028003,
2677,복지·건강,약국,6,8,6008,인천광역시,남동구,동호튼튼약국,999,21562,"인천광역시 남동구 용천로 70, 1층 (구월동, 동호프라자)",032-473-1007,126.7149558,37.45587022,
2678,복지·건강,약국,6,8,6008,인천광역시,남동구,로데오약국,999,21573,"인천광역시 남동구 인하로507번길 63, 112,113호 (구월동)",032-426-1199,126.7028341,37.44618635,
2679,복지·건강,약국,6,8,6008,인천광역시,남동구,리즈약국,999,21545,"인천광역시 남동구 석산로 159, 4층 (간석동)",032-439-7100,126.7097387,37.46076133,
2680,복지·건강,약국,6,8,6008,인천광역시,남동구,만수윤약국,999,21524,"인천광역시 남동구 만수로 45, 1층 일부호 (만수동)",032-215-7910,126.7333352,37.46045033,
2681,복지·건강,약국,6,8,6008,인천광역시,남동구,매일여는온누리약국,999,21558,"인천광역시 남동구 예술로 198, CGV 홈플러스 (구월동)",032-435-1777,126.7019485,37.45173603,
2682,복지·건강,약국,6,8,6008,인천광역시,남동구,메드칼약국,999,21511,"인천광역시 남동구 백범로 322, 1층 (간석동, 진메디칼센타)",032-427-6190,126.7145668,37.46414321,
2683,복지·건강,약국,6,8,6008,인천광역시,남동구,메디팜벧엘약국,999,21561,"인천광역시 남동구 구월로 212, 216호 (구월동, 힐캐슬프라자)",032-462-9934,126.7140281,37.4559925,
2684,복지·건강,약국,6,8,6008,인천광역시,남동구,메디팜서창약국,999,21614,"인천광역시 남동구 서창남순환로215번길 35, 109호 (서창동)",032-461-8842,126.7470565,37.42548712,
2685,복지·건강,약국,6,8,6008,인천광역시,남동구,명지약국,999,21541,"인천광역시 남동구 담방로 105, 7701동 103호 (만수동, 만수주공7단지임대상가)",032-463-3123,126.7388944,37.45108741,
2686,복지·건강,약국,6,8,6008,인천광역시,남동구,모래내 참사랑약국,999,21534,"인천광역시 남동구 구월남로 283, 106호 (구월동)",032-461-4482,126.7211362,37.45226398,
2687,복지·건강,약국,6,8,6008,인천광역시,남동구,모래내시장역미래약국,999,21534,"인천광역시 남동구 구월로 268, 대성빌딩 104호 (구월동)",032-467-7730,126.7203015,37.45561943,http://www.instagram.com/pharm_kha
2688,복지·건강,약국,6,8,6008,인천광역시,남동구,모래내시장온누리약국,999,21534,"인천광역시 남동구 호구포로 794-1, 1층 (구월동)",032-471-0047,126.7193519,37.45322684,http://onrdrugstore.iloveincheon.co.kr/
2689,복지·건강,약국,6,8,6008,인천광역시,남동구,모래내약국,999,21536,"인천광역시 남동구 구월남로 280 (구월동, 알파프라자 105호)",032-467-2405,126.7207946,37.45195418,
2690,복지·건강,약국,6,8,6008,인천광역시,남동구,모범약국,999,21578,인천광역시 남동구 인주대로 660 (구월동),032-463-4569,126.7103715,37.44930939,
2691,복지·건강,약국,6,8,6008,인천광역시,남동구,미래약국,999,21557,"인천광역시 남동구 정각로 2, 1층 (구월동, 21세기병원)",032-422-5619,126.7021632,37.45493953,
2692,복지·건강,약국,6,8,6008,인천광역시,남동구,미성약국,999,21524,인천광역시 남동구 만수서로 62 (만수동),032-467-3338,126.7330581,37.4614265,
2693,복지·건강,약국,6,8,6008,인천광역시,남동구,미소약국,999,21614,"인천광역시 남동구 서창남순환로215번길 48, 102호 (서창동)",032-468-7323,126.7476062,37.42618241,
2694,복지·건강,약국,6,8,6008,인천광역시,남동구,바로약국,999,21565,"인천광역시 남동구 인주대로 645, 대신빌딩 A동 101호 (구월동)",032-471-3048,126.7087554,37.44992168,
2695,복지·건강,약국,6,8,6008,인천광역시,남동구,밝은약국,999,21534,"인천광역시 남동구 호구포로 818, 203호 (구월동, 퍼스트하임프라자)",032-465-1137,126.7196674,37.45536395,
2696,복지·건강,약국,6,8,6008,인천광역시,남동구,베스트약국,999,21617,"인천광역시 남동구 서창남순환로 222, 108호 (서창동, 센타프라자)",032-468-0365,126.7494751,37.42415046,
2697,복지·건강,약국,6,8,6008,인천광역시,남동구,보광약국,999,21550,인천광역시 남동구 경인로 586 (간석동),032-427-9729,126.7029048,37.46416426,
2698,복지·건강,약국,6,8,6008,인천광역시,남동구,보람약국,999,21618,인천광역시 남동구 서창남로 16-1 (서창동),032-469-7585,126.7520586,37.42155857,
2699,복지·건강,약국,6,8,6008,인천광역시,남동구,보리수 한약국,999,21546,"인천광역시 남동구 석산로 211, 1층층 일부호 (간석동)",032-424-0308,126.7155649,37.46081935,
2700,복지·건강,약국,6,8,6008,인천광역시,남동구,복덩이약국,999,21520,"인천광역시 남동구 만수서로 35, 104호,105호 (만수동)",032-469-3358,126.729899,37.461718,
2701,복지·건강,약국,6,8,6008,인천광역시,남동구,봄빛약국,999,21565,"인천광역시 남동구 구월남로 190, 104호 (구월동, 퍼스트프라자)",032-462-7873,126.7107056,37.45268267,
2702,복지·건강,약국,6,8,6008,인천광역시,남동구,사랑길약국,999,21565,인천광역시 남동구 독점로29번길 24 (구월동),070-4157-5608,126.7095874,37.45250728,
2703,복지·건강,약국,6,8,6008,인천광역시,남동구,사랑온누리약국,999,21546,"인천광역시 남동구 용천로 140, 1층 일부호 (간석동)",032-428-9588,126.7146647,37.46201433,
2704,복지·건강,약국,6,8,6008,인천광역시,남동구,살맛나는온누리약국,999,21524,"인천광역시 남동구 만수서로 52, 1층 104호 (만수동, 쓰리제이프라자)",032-462-6653,126.7317617,37.46145305,
2705,복지·건강,약국,6,8,6008,인천광역시,남동구,삼성약국,999,21520,인천광역시 남동구 만수서로3번길 16 (만수동),032-464-0298,126.7268536,37.45994733,
2706,복지·건강,약국,6,8,6008,인천광역시,남동구,삼정프라자약국,999,21547,"인천광역시 남동구 용천로88번길 3 (구월동, 1층일부)",032-496-8156,126.7151507,37.45737227,
2707,복지·건강,약국,6,8,6008,인천광역시,남동구,새길약국,999,21565,"인천광역시 남동구 독점로29번길 38 (구월동, 1층)",032-467-6443,126.7088281,37.45254276,
2708,복지·건강,약국,6,8,6008,인천광역시,남동구,새대찬약국,999,21570,"인천광역시 남동구 인주대로 594, 1층 (구월동)",032-435-7582,126.7028148,37.4497352,
2709,복지·건강,약국,6,8,6008,인천광역시,남동구,새백화점약국,999,21550,인천광역시 남동구 남동대로 875 (간석동),032-438-6789,126.7081162,37.46067836,
2710,복지·건강,약국,6,8,6008,인천광역시,남동구,새솔약국,999,21596,"인천광역시 남동구 장승남로 38, 102호 (만수동, 반달프라자)",032-464-0580,126.7364128,37.44315526,
2711,복지·건강,약국,6,8,6008,인천광역시,남동구,새육일약국,999,21572,"인천광역시 남동구 남동대로 705, 1층 (구월동)",032-427-5789,126.7066746,37.44521728,
2712,복지·건강,약국,6,8,6008,인천광역시,남동구,샛별약국,999,21594,"인천광역시 남동구 담방로 45, 2층 (만수동)",032-466-0190,126.7381078,37.44370927,
2713,복지·건강,약국,6,8,6008,인천광역시,남동구,생생온누리약국,999,21550,"인천광역시 남동구 남동대로 931, 103호 (간석동)",032-328-7278,126.7074952,37.46548623,
2714,복지·건강,약국,6,8,6008,인천광역시,남동구,생활과건강약국,999,21546,"인천광역시 남동구 용천로 154, 101~103호 (간석동)",032-425-5007,126.7147441,37.46321032,
2715,복지·건강,약국,6,8,6008,인천광역시,남동구,서울메디카약국,999,21662,"인천광역시 남동구 포구로 96, 203호 (논현동, 주공13단지상가)",032-435-1223,126.7342911,37.40659602,
2716,복지·건강,약국,6,8,6008,인천광역시,남동구,서창약국,999,21602,"인천광역시 남동구 매소홀로 1137, 1층 (서창동)",032-465-0082,126.7491054,37.43860254,
2717,복지·건강,약국,6,8,6008,인천광역시,남동구,성모약국,999,21550,"인천광역시 남동구 남동대로 875, 세화빌딩 (간석동)",032-427-7650,126.7081162,37.46067836,
2718,복지·건강,약국,6,8,6008,인천광역시,남동구,성수약국,999,21525,"인천광역시 남동구 백범로124번길 7, 122호 (만수동)",032-462-1808,126.7333732,37.45555281,
2719,복지·건강,약국,6,8,6008,인천광역시,남동구,세계로약국,999,21510,"인천광역시 남동구 백범로 376, 106호 (간석동, 도시타워)",032-432-7770,126.7094742,37.46668143,
2720,복지·건강,약국,6,8,6008,인천광역시,남동구,세화한약국,999,21551,"인천광역시 남동구 남동대로837번길 1, 3층 (간석동)",032-323-9795,126.7083506,37.457221,
2721,복지·건강,약국,6,8,6008,인천광역시,남동구,소래약국,999,21673,"인천광역시 남동구 앵고개로 928, 108호 (논현동, 디에이프라자)",032-424-2988,126.7339207,37.40177928,
2722,복지·건강,약국,6,8,6008,인천광역시,남동구,소명약국,999,21520,"인천광역시 남동구 백범로 204 (만수동, 1층일부)",032-465-7986,126.7267101,37.45974124,
2723,복지·건강,약국,6,8,6008,인천광역시,남동구,속편한 온누리약국,999,21512,"인천광역시 남동구 호구포로 893, 1층 (간석동, 중앙빌딩)",032-429-3433,126.7200186,37.46217598,
2724,복지·건강,약국,6,8,6008,인천광역시,남동구,솔약국,999,21614,"인천광역시 남동구 서창남로 77, 1층 107호 (서창동)",032-468-2106,126.7482462,37.42589128,
2725,복지·건강,약국,6,8,6008,인천광역시,남동구,수약국,999,21552,인천광역시 남동구 구월로 75-1 (간석동),032-434-4555,126.6988975,37.45727447,
2726,복지·건강,약국,6,8,6008,인천광역시,남동구,스마일약국,999,21512,"인천광역시 남동구 호구포로 921, 109호 (간석동, 청산빌딩)",032-442-3273,126.7205465,37.46476183,
2727,복지·건강,약국,6,8,6008,인천광역시,남동구,스타약국,999,21617,"인천광역시 남동구 서창남순환로216번길 12, 월드타워 (서창동)",032-472-3326,126.7485709,37.42352052,
2728,복지·건강,약국,6,8,6008,인천광역시,남동구,신간석시장약국,999,21511,인천광역시 남동구 백범로 312-92 (간석동),032-422-1920,126.7157957,37.46348203,
2729,복지·건강,약국,6,8,6008,인천광역시,남동구,신광약국,999,21532,"인천광역시 남동구 장수로 27, 102호 (장수동, 주공아파트상가)",032-466-7066,126.7485357,37.4517632,
2730,복지·건강,약국,6,8,6008,인천광역시,남동구,신성모약국,999,21556,"인천광역시 남동구 인주대로623번길 60, 구월빌딩 (구월동)",032-431-0075,126.7068235,37.45260143,
2731,복지·건강,약국,6,8,6008,인천광역시,남동구,신세계약국,999,21542,"인천광역시 남동구 호구포로 872, 1층 (구월동)",032-468-7009,126.7202875,37.46003037,
2732,복지·건강,약국,6,8,6008,인천광역시,남동구,신이화약국,999,21684,"인천광역시 남동구 에코중앙로156번길 5-12, 1층 (논현동)",032-424-3339,126.726657,37.39142259,
2733,복지·건강,약국,6,8,6008,인천광역시,남동구,신현프라자약국,999,21570,"인천광역시 남동구 인주대로 582, 108호 (구월동, 신현프라자)",032-435-9393,126.7015905,37.44978102,
2734,복지·건강,약국,6,8,6008,인천광역시,남동구,아름다운건강 한약국,999,21518,"인천광역시 남동구 호구포로 920, 212호 (만수동, 햇빛마을벽산아파트상가)",032-473-7867,126.7211807,37.46432886,
2735,복지·건강,약국,6,8,6008,인천광역시,남동구,아름다운약국,999,21544,인천광역시 남동구 용천로 157 (간석동),032-423-0707,126.7142252,37.46369585,
2736,복지·건강,약국,6,8,6008,인천광역시,남동구,아름드리약국,999,21583,"인천광역시 남동구 선수촌로 37, 103호 (구월동, SJ프라자)",032-462-7440,126.7145075,37.44265117,
2737,복지·건강,약국,6,8,6008,인천광역시,남동구,아시아드메디칼온누리약국,999,21582,"인천광역시 남동구 인하로 568, 104호 (구월동, 아시아드타워(상업5-2))",032-461-3322,126.7097095,37.44250994,
2738,복지·건강,약국,6,8,6008,인천광역시,남동구,아침을여는세명약국,999,21524,인천광역시 남동구 만수로 65 (만수동),032-467-6216,126.7351297,37.46161118,
2739,복지·건강,약국,6,8,6008,인천광역시,남동구,애플약국,999,21561,"인천광역시 남동구 구월로 212, 힐캐슬프라자 315호 (구월동)",032-473-7727,126.7140281,37.4559925,
2740,복지·건강,약국,6,8,6008,인천광역시,남동구,양지약국,999,21539,"인천광역시 남동구 백범로 119, 1층 (만수동)",032-466-0477,126.7335488,37.45441157,
2741,복지·건강,약국,6,8,6008,인천광역시,남동구,양지온누리약국,999,21684,인천광역시 남동구 에코중앙로156번길 5-19 (논현동),032-571-5510,126.7265908,37.39188185,
2742,복지·건강,약국,6,8,6008,인천광역시,남동구,어울림약국,999,21551,"인천광역시 남동구 석산로 138, 1-104호 (간석동, 어울림아파트상가)",032-437-8777,126.7082091,37.4583772,
2743,복지·건강,약국,6,8,6008,인천광역시,남동구,에스약국,999,21574,"인천광역시 남동구 인하로 501, 1층 (구월동)",032-426-2980,126.7023741,37.44352534,
2744,복지·건강,약국,6,8,6008,인천광역시,남동구,에코메트로약국,999,21684,"인천광역시 남동구 에코중앙로156번길 5-23, 1층 (논현동, 에코그린타워1)",032-426-6789,126.7267999,37.39208602,
2745,복지·건강,약국,6,8,6008,인천광역시,남동구,연공약국,999,21545,"인천광역시 남동구 남동대로 886, 105,106호 (간석동)",032-427-5949,126.7086966,37.4616028,
2746,복지·건강,약국,6,8,6008,인천광역시,남동구,연공온누리약국,999,21620,"인천광역시 남동구 비류대로 763, 남촌 농산물 도매시장 지1층 E03호 (남촌동)",032-442-6555,126.7191708,37.42270804,
2747,복지·건강,약국,6,8,6008,인천광역시,남동구,연두약국,999,21574,"인천광역시 남동구 인하로489번길 4, 1층일부호 (구월동, 교보생명)",032-434-2250,126.7012459,37.44364616,
2748,복지·건강,약국,6,8,6008,인천광역시,남동구,연세프라자약국,999,21534,"인천광역시 남동구 구월로 280 (구월동, 1층일부)",032-462-0392,126.7216389,37.45551108,
2749,복지·건강,약국,6,8,6008,인천광역시,남동구,열린약국,999,21573,"인천광역시 남동구 성말로13번길 15 (구월동, 메인프라자 303-1호 일부)",032-421-0587,126.7017869,37.44626257,
2750,복지·건강,약국,6,8,6008,인천광역시,남동구,열매약국,999,21571,"인천광역시 남동구 남동대로 743, 1층 (구월동)",032-424-5092,126.7071738,37.44873139,
2751,복지·건강,약국,6,8,6008,인천광역시,남동구,영광약국,999,21596,"인천광역시 남동구 장승남로 54, 106호 (만수동, 신영프라자)",032-464-7726,126.7382651,37.44317731,
2752,복지·건강,약국,6,8,6008,인천광역시,남동구,영신약국,999,21540,"인천광역시 남동구 인주대로 861 (만수동, 1층일부)",070-8804-3962,126.7331381,37.44861087,
2753,복지·건강,약국,6,8,6008,인천광역시,남동구,영약국,999,21586,"인천광역시 남동구 인하로 616, 105호 (구월동, 커뮤니티프라자)",032-471-5001,126.7152048,37.44252402,
2754,복지·건강,약국,6,8,6008,인천광역시,남동구,영진약국,999,21625,"인천광역시 남동구 호구포로535번길 24, 광천빌딩 1층 106호 (남촌동)",032-468-4950,126.7168625,37.43010084,
2755,복지·건강,약국,6,8,6008,인천광역시,남동구,예술회관역약국,999,21570,"인천광역시 남동구 예술로 지하 172, 예술회관역 지2층 NO.28 (구월동)",032-466-3421,126.7011672,37.44945259,
2756,복지·건강,약국,6,8,6008,인천광역시,남동구,오아시스약국,999,21574,"인천광역시 남동구 인하로 497-8, 1층 일부호 (구월동, 오아시스빌딩)",032-425-2570,126.7020677,37.44356834,
2757,복지·건강,약국,6,8,6008,인천광역시,남동구,오약국,999,21615,"인천광역시 남동구 서창남순환로 140, 1층 105호 (서창동)",032-464-3347,126.7436993,37.42729769,https://blog.naver.com/hyperoshproxyReferer=https%3A%2F%2Fpcmap.place.naver.com%2Fplace%2F1042571605%2Fhome%3Ffrom%3Dmap%26ts%3D20201026
2758,복지·건강,약국,6,8,6008,인천광역시,남동구,온누리명성약국,999,21524,"인천광역시 남동구 만수로 43 (만수동, 1층일부)",032-462-4032,126.733174,37.46032084,
2759,복지·건강,약국,6,8,6008,인천광역시,남동구,온누리미성약국,999,21520,인천광역시 남동구 백범로 206 (만수동),032-462-3097,126.7263569,37.45993164,
2760,복지·건강,약국,6,8,6008,인천광역시,남동구,온누리은혜약국,999,21594,인천광역시 남동구 장승로 14 (만수동),032-464-1081,126.7342893,37.44617007,
2761,복지·건강,약국,6,8,6008,인천광역시,남동구,온누리이레약국,999,21510,인천광역시 남동구 경인로644번길 28-1 (간석동),032-425-3806,126.7096667,37.46678971,
2762,복지·건강,약국,6,8,6008,인천광역시,남동구,온누리인제약국,999,21550,인천광역시 남동구 남동대로 885 (간석동),032-423-0931,126.7080181,37.46147657,
2763,복지·건강,약국,6,8,6008,인천광역시,남동구,올리브약국,999,21573,"인천광역시 남동구 성말로13번길 20, 101호 (구월동)",032-434-0901,126.7024078,37.4462792,
2764,복지·건강,약국,6,8,6008,인천광역시,남동구,올리브약국,999,21550,인천광역시 남동구 남동대로 893 (간석동),032-421-4735,126.7080011,37.46207802,
2765,복지·건강,약국,6,8,6008,인천광역시,남동구,우리들약국,999,21534,인천광역시 남동구 호구포로 788 (구월동),032-465-0607,126.719314,37.45265648,
2766,복지·건강,약국,6,8,6008,인천광역시,남동구,우리약국,999,21604,"인천광역시 남동구 독곡로6번길 4, 1층 (서창동)",032-466-7578,126.7468559,37.43796395,
2767,복지·건강,약국,6,8,6008,인천광역시,남동구,우리온누리약국,999,21561,"인천광역시 남동구 구월로 212, 1601동 234호 (구월동, 힐캐슬프라자)",032-471-7333,126.7140281,37.4559925,
2768,복지·건강,약국,6,8,6008,인천광역시,남동구,우성약국,999,21503,"인천광역시 남동구 방축로 503, 108호 (간석동, 우성상가)",032-429-5655,126.6936213,37.46598275,
2769,복지·건강,약국,6,8,6008,인천광역시,남동구,원약국,999,21544,"인천광역시 남동구 백범로 325-2, 1층 (간석동)",032-441-8252,126.7137707,37.46391023,
2770,복지·건강,약국,6,8,6008,인천광역시,남동구,유성약국,999,21510,인천광역시 남동구 백범로 338 (간석동),032-422-8276,126.7131515,37.46486497,
2771,복지·건강,약국,6,8,6008,인천광역시,남동구,윤약국,999,21567,인천광역시 남동구 문화서로 5-1 (구월동),032-433-9962,126.6953852,37.44607945,https://yoonpharmacy.business.site/
2772,복지·건강,약국,6,8,6008,인천광역시,남동구,윤정희약국,999,21670,인천광역시 남동구 포구로 64-35 (논현동),032-446-3337,126.7370862,37.40570029,
2773,복지·건강,약국,6,8,6008,인천광역시,남동구,은하약국,999,21524,"인천광역시 남동구 만수로 63, 만수 쎈타 플라자 101-2호 (만수동)",032-466-8931,126.7347932,37.46142197,
2774,복지·건강,약국,6,8,6008,인천광역시,남동구,은혜약국,999,21512,인천광역시 남동구 백범로 274 (간석동),032-429-2700,126.7192153,37.4618744,
2775,복지·건강,약국,6,8,6008,인천광역시,남동구,이레약국,999,21565,인천광역시 남동구 구월남로 172 (구월동),032-462-1851,126.7084125,37.45275297,
2776,복지·건강,약국,6,8,6008,인천광역시,남동구,이로운약국,999,21679,"인천광역시 남동구 논고개로 77, 에코타워 1층 109호 (논현동)",032-428-7466,126.7262544,37.39843822,
2777,복지·건강,약국,6,8,6008,인천광역시,남동구,이약국,999,21546,"인천광역시 남동구 백범로 275 (간석동, 1층일부)",032-432-4802,126.7188291,37.46143586,
2778,복지·건강,약국,6,8,6008,인천광역시,남동구,이화약국,999,21534,"인천광역시 남동구 호구포로 796, 1층 (구월동)",032-469-7553,126.7193519,37.4533587,https://blog.naver.com/whizcarn
2779,복지·건강,약국,6,8,6008,인천광역시,남동구,인천굿모닝약국,999,21594,"인천광역시 남동구 장승남로 37, 1층 (만수동, 스카이프라자)",032-471-5134,126.7364056,37.44365096,
2780,복지·건강,약국,6,8,6008,인천광역시,남동구,인천메디칼약국,999,21574,"인천광역시 남동구 인하로 497-5, 103호 (구월동, 푸른세상안과)",032-426-7911,126.7015897,37.44360909,
2781,복지·건강,약국,6,8,6008,인천광역시,남동구,일등메디칼약국,999,21653,"인천광역시 남동구 청능대로 581, 103호 (논현동, 광성프라자)",032-434-1188,126.7235885,37.4012758,
2782,복지·건강,약국,6,8,6008,인천광역시,남동구,장수당약국,999,21532,인천광역시 남동구 장자로 14 (장수동),032-472-8806,126.7512896,37.45032608,
2783,복지·건강,약국,6,8,6008,인천광역시,남동구,재준약국,999,21534,"인천광역시 남동구 호구포로 808, 102호 (구월동, 수전빌딩)",032-462-2513,126.7195176,37.45448757,
2784,복지·건강,약국,6,8,6008,인천광역시,남동구,정다운약국,999,21524,인천광역시 남동구 만수로 7 (만수동),032-471-3707,126.7299281,37.45819057,
2785,복지·건강,약국,6,8,6008,인천광역시,남동구,정문약국,999,21565,"인천광역시 남동구 인주대로653번길 36, 1층 (구월동)",032-466-8575,126.7098664,37.45137912,
2786,복지·건강,약국,6,8,6008,인천광역시,남동구,제일약국,999,21547,"인천광역시 남동구 구월로 223, 108호 (구월동, 위너스프라자)",032-467-9780,126.7156346,37.45650685,
2787,복지·건강,약국,6,8,6008,인천광역시,남동구,조은약국,999,21636,"인천광역시 남동구 남동대로370번길 113, 101호 (논현동, 우진프라자)",032-433-2991,126.7119699,37.41378532,
2788,복지·건강,약국,6,8,6008,인천광역시,남동구,종로약국,999,21510,인천광역시 남동구 경인로 668 (간석동),032-422-0319,126.7082827,37.46949134,
2789,복지·건강,약국,6,8,6008,인천광역시,남동구,종로프라자약국,999,21510,"인천광역시 남동구 백범로 372, 수피아타워 101호 (간석동)",032-427-5558,126.7099094,37.46650073,
2790,복지·건강,약국,6,8,6008,인천광역시,남동구,주공약국,999,21543,"인천광역시 남동구 백범로 183 (만수동, 1층전부)",032-461-8616,126.7280344,37.45816244,
2791,복지·건강,약국,6,8,6008,인천광역시,남동구,준약국,999,21550,"인천광역시 남동구 경인로 594, 1층 일부 (간석동)",032-429-8272,126.7038761,37.46433639,
2792,복지·건강,약국,6,8,6008,인천광역시,남동구,중앙약국,999,21666,"인천광역시 남동구 논고개로 114, 105호 (논현동, 에이스타워)",032-429-4688,126.7246686,37.40144405,
2793,복지·건강,약국,6,8,6008,인천광역시,남동구,중앙판도라약국,999,21565,"인천광역시 남동구 남동대로 772, 1층 2호 (구월동, 동성빌딩)",032-471-7754,126.7082572,37.45099204,
2794,복지·건강,약국,6,8,6008,인천광역시,남동구,지성온누리약국,999,21578,"인천광역시 남동구 인주대로 664, 110호 (구월동, 메인프라자)",032-466-8182,126.7108124,37.44916929,
2795,복지·건강,약국,6,8,6008,인천광역시,남동구,진약국,999,21667,"인천광역시 남동구 청능대로 596, B2층 J5호 (논현동, 홈플러스인천논현점)",032-439-7588,126.7256487,37.40062231,
2796,복지·건강,약국,6,8,6008,인천광역시,남동구,차세대건강약국,999,21679,"인천광역시 남동구 논고개로 87, 108호 (논현동, 논현메디스타워)",032-429-5704,126.7253229,37.39907542,
2797,복지·건강,약국,6,8,6008,인천광역시,남동구,참사랑약국,999,21535,"인천광역시 남동구 복개동로 64 (만수동, 1층일부)",032-465-4527,126.725599,37.45345839,
2798,복지·건강,약국,6,8,6008,인천광역시,남동구,참약국,999,21645,"인천광역시 남동구 논고개로 337, 1층 (도림동)",032-442-7070,126.730066,37.41991094,
2799,복지·건강,약국,6,8,6008,인천광역시,남동구,참정다운약국,999,21540,"인천광역시 남동구 소래로669번길 38, 1층 4호 (만수동)",032-465-0891,126.7321717,37.45010985,
2800,복지·건강,약국,6,8,6008,인천광역시,남동구,참조은약국,999,21568,인천광역시 남동구 문화서로4번길 4 (구월동),032-423-2388,126.6954581,37.44580169,
2801,복지·건강,약국,6,8,6008,인천광역시,남동구,참조은약국,999,21502,"인천광역시 남동구 석정로 501, 3층 309호 (간석동)",032-442-2088,126.6912723,37.46602195,
2802,복지·건강,약국,6,8,6008,인천광역시,남동구,참큰약국,999,21666,"인천광역시 남동구 논고개로 114, 에이스타워 101,102호 (논현동)",032-439-7500,126.7246686,37.40144405,
2803,복지·건강,약국,6,8,6008,인천광역시,남동구,창일약국,999,21594,인천광역시 남동구 장승로 38 (만수동),032-466-8245,126.7368264,37.44514434,
